Churn,IsoForest_Anomaly_Score,IsoForest_Label,LOF_Anomaly_Score,LOF_Label
0,-0.05975895908672546,1,1.030501511047928,1
0,-0.05514629713147212,1,1.00604230351455,1
1,-0.08020307274475535,1,1.0477099366894502,1
0,-0.009257846625453703,1,1.0058732320543178,1
1,-0.1575420765090394,1,1.1028845199927695,1
1,-0.10150054166407707,1,1.0311154101017095,1
0,-0.04893122260896021,1,1.0395779901224351,1
0,-0.06511891594296126,1,1.038822536303377,1
1,-0.09046188987205428,1,1.0094918696780417,1
0,-0.017722155377331128,1,1.0045863950048701,1
0,-0.08979670866770584,1,1.1444441336338038,1
0,-0.09248857866716753,1,1.08491841752625,1
0,-0.030048079970451225,1,1.0083808269353771,1
1,-0.06993990733213584,1,1.018146050268312,1
0,-0.058348963092250905,1,1.0995205054301354,1
0,-0.03005002131248613,1,1.006294067829934,1
0,-0.08769122834496113,1,1.1146795581040527,1
0,-0.006307118596088013,1,1.1605894476815755,1
1,-0.041662906313797654,1,1.0653017831725453,1
0,-0.0927311329445818,1,1.0362424191937976,1
1,-0.017510221855354557,1,1.1369769194092525,1
0,-0.07050146275274771,1,1.0371438355053815,1
1,-0.14482716775473703,1,0.9495679567156976,1
0,-0.03865396588935133,1,1.0421335051027443,1
0,-0.024409021952735754,1,1.0097783752995804,1
0,-0.05965698867780311,1,1.0081753462081022,1
1,-0.09454164548443356,1,1.0157515466054883,1
1,-0.03610354671196947,1,1.1266871960545142,1
0,-0.061823349227635105,1,0.9868060540974092,1
1,-0.06242204804019136,1,1.1181960681186627,1
0,-0.010929438768983668,1,1.066236620552683,1
0,-0.04207777223438325,1,1.1238813141610258,1
0,-0.02969288363781808,1,0.9965983505385292,1
0,-0.10736865639765619,1,0.9877686778662987,1
0,-0.07991215047594602,1,1.0500706227933045,1
0,-0.015618267790014628,1,1.1356238939069485,1
1,-0.16064445818075612,1,1.0047919327510473,1
0,-0.08164041154278356,1,1.0076007486468572,1
1,-0.10172671548920809,1,0.9846037608050626,1
1,-0.08546412072564946,1,1.038244597757815,1
0,-0.042591498093757285,1,1.0940251430515284,1
0,-0.02822252394250635,1,1.0413369365087795,1
0,-0.08722948845846956,1,0.9819737896544781,1
0,-0.03872414037802763,1,1.0332707838396635,1
0,-0.0503109029580292,1,1.0709707368387655,1
0,-0.11937530655134582,1,1.0654118251814135,1
0,-0.1043051060863201,1,1.0196985876702245,1
1,-0.14122546165027744,1,0.9822137649713302,1
0,-0.0368403739582267,1,1.0487363416090127,1
0,-0.027075691738177032,1,1.0165617156969773,1
0,-0.09446868220057458,1,1.0167129440398264,1
1,-0.03626692480460003,1,1.0738191961443173,1
0,-0.01801757968653539,1,1.0569254472127885,1
1,-0.0588531356382237,1,1.04876177526706,1
0,0.0029391472845846645,-1,1.0473905609713579,1
1,-0.10891312269299652,1,0.9643944891549416,1
0,-0.02635124157979085,1,1.0153012010342688,1
0,-0.02720392219419454,1,1.011607347330713,1
0,-0.07993846561675255,1,1.066430850062642,1
0,-0.02539909315749933,1,1.06820466766858,1
0,-0.10582795083898583,1,0.9931093810036055,1
0,-0.0711218761104716,1,1.0100253862147393,1
0,-0.008451847608124896,1,1.0104608332830942,1
0,-0.04417693229807362,1,1.014089226376264,1
1,-0.1089059859700362,1,1.0650776107517865,1
0,-0.061853577543473315,1,1.034240972181657,1
0,-0.06905486881236444,1,1.0466351760095058,1
0,-0.014371951274531836,1,1.0216503657004958,1
0,-0.08698345449387457,1,0.9835538739656586,1
0,-0.0768865827409132,1,1.1893858312572447,1
0,-0.11078070968285864,1,1.0066168603987393,1
0,-0.05109480397360344,1,1.0769567059962166,1
0,-0.013307324173175261,1,1.12592799808677,1
0,-0.05815787642350145,1,1.0361476795399212,1
0,-0.03157065891566524,1,1.1271031468885695,1
0,-0.0019772671199154157,1,1.0338377951107365,1
0,-0.04735990016226432,1,1.0115338849909568,1
0,-0.05925412546722297,1,1.0328222092000572,1
0,-0.03590776797303796,1,1.1002006091202874,1
0,-0.0529317876203681,1,1.0620022250663257,1
1,-0.11241107222953484,1,1.0665770113454078,1
0,-0.022680681674632996,1,1.1151460894161973,1
1,-0.10185817810570369,1,1.046772197913665,1
0,-0.05912174022967731,1,1.0262241657488305,1
0,-0.07650324998363467,1,1.0364474337771998,1
0,-0.05920081992383308,1,1.1344875678613047,1
0,-0.0550571424619023,1,1.0038905672524217,1
0,-0.09025045011736377,1,0.9849357126207472,1
0,-0.07810473135165119,1,1.0329606012196515,1
0,-0.06237219343929101,1,1.1794178763939667,1
0,-0.052716556910038515,1,1.0639224411804515,1
0,-0.06272956709643118,1,1.2698443079569337,1
0,-0.004415796542800554,1,1.0659414268224727,1
0,-0.039009352378759354,1,1.0649599216430086,1
0,-0.04151942198752523,1,1.0072508655550867,1
1,-0.12472490796694474,1,1.0675117370130178,1
0,-0.029008695606690726,1,1.0206098824387793,1
1,-0.14166093172982985,1,1.7676262074019902,-1
0,-0.09489313043860603,1,1.0017027400877256,1
1,-0.07121880791963409,1,1.0464599459069845,1
0,-0.14482716775473703,1,0.9578976896187379,1
0,-0.06727551530700038,1,1.0829640558553983,1
0,-0.03864085600714684,1,1.0442709004600004,1
0,0.027811312438889124,-1,1.0966189010768366,1
1,-0.05675170562073162,1,0.9934230660322372,1
0,-0.09338562885192259,1,1.051255713256265,1
0,-0.027328248192934668,1,1.041624150926346,1
0,-0.025689491674640297,1,1.0323618065570488,1
0,-0.03303876152811702,1,1.0640860075841219,1
0,-0.09022942831994418,1,1.0026923591019385,1
1,-0.08301990293662453,1,1.0548540538096094,1
0,-0.031193736022351204,1,0.9990398093316962,1
0,-0.09530028380575628,1,1.0835861825165956,1
1,-0.110165720334645,1,1.0190023798726968,1
0,0.004368001976209013,-1,1.032308737289045,1
0,-0.03951135886809787,1,1.2552570017936318,1
0,-0.015794017310143516,1,1.181913879766039,1
1,-0.06757727974129557,1,1.085693934540311,1
0,-0.10526840399412485,1,1.0024518480441438,1
0,-0.04935225826364631,1,1.0683739247488748,1
0,-0.035711271781968756,1,0.9991235343722475,1
0,-0.14616668398577898,1,1.3378574950294824,-1
1,-0.1533686101884495,1,0.9978047721773431,1
0,-0.07756417816064565,1,1.0484689725115297,1
0,-0.11111265227502587,1,0.9884871953475383,1
0,-0.031156250633696203,1,1.258106131482652,1
1,-0.09961269656676935,1,1.0548484257122368,1
0,-0.059963471992613426,1,1.045504806664244,1
0,-0.145216887198989,1,1.1627009696062052,1
0,0.021807086040572132,-1,1.0869751470000242,1
0,-0.1362173515887768,1,0.9822730038892532,1
1,0.0015402859200080998,-1,1.0453672283258537,1
0,-0.03818451708256754,1,1.0407578338473737,1
1,-0.054045749998309245,1,1.0166648219353402,1
1,-0.12089976418520854,1,0.991871684737282,1
0,-0.07337271836488879,1,1.0770222173176898,1
0,-0.09994542250356958,1,1.0409660863099255,1
0,-0.07865539080226258,1,1.0047924894919444,1
0,-0.0706284928443387,1,1.0971604187405695,1
1,-0.09567812702057044,1,1.1538009694695768,1
0,-0.027417123491141893,1,1.0112298442503165,1
1,-0.04830478313042985,1,1.1071365887153424,1
0,-0.038540794772106035,1,1.0530154300045216,1
0,-0.046016946100973066,1,1.0117718432042104,1
0,-0.024732093617217066,1,1.1065900432516442,1
0,-0.029273906017900475,1,1.0723150344925065,1
0,-0.09689168229361467,1,1.007608774035089,1
1,-0.1236034929790682,1,0.9734319125703079,1
0,-0.023562477159138062,1,1.0066356160655237,1
0,-0.03583987444890746,1,1.0477801519402026,1
0,-0.05845204343465771,1,1.0720686792580318,1
1,-0.0749142305593693,1,1.0580705480000818,1
0,-0.023014177495771726,1,1.0475473677339502,1
0,-0.03162496165189621,1,1.0442654596540033,1
0,-0.11075198939084091,1,0.9949320756643865,1
0,-0.07517693997649388,1,1.0484975851886473,1
0,-0.09784418930119854,1,1.0177799459972676,1
0,-0.09374514091285935,1,0.9816261986771696,1
0,-0.016711312876700468,1,1.0775605201936973,1
0,-0.06022112146733216,1,1.2139169168127653,1
0,-0.07759100837179556,1,1.0969708027047969,1
1,-0.09379794038830758,1,1.2169409788344914,1
0,-0.1583633797717015,1,1.1028174030766085,1
0,-0.04116531328382178,1,1.056040223648385,1
0,-0.08110664242094479,1,1.0036095736930686,1
0,-0.07042188914565672,1,1.0323142608007276,1
1,-0.1286947640365022,1,0.9974425687600229,1
0,-0.05492238691076945,1,0.9855258189103331,1
1,-0.015671076605143885,1,1.0131741376454948,1
0,-0.0849218170585917,1,1.0648624070070185,1
0,-0.04907190328448974,1,1.0482570693286477,1
1,-0.06334893288748433,1,1.1135644290429367,1
0,-0.009282331426485602,1,1.047772977712917,1
1,-0.05303778108694046,1,1.0051208584893914,1
0,-0.08386348938021027,1,0.9847515485281256,1
0,-0.07065184638565991,1,1.0932776324833349,1
1,-0.09975557399513851,1,1.0746513719188635,1
1,-0.0579163385667506,1,1.136942836277798,1
0,-0.04594332998369777,1,1.0478694533445165,1
0,-0.07060644787324155,1,1.0898066509809143,1
1,-0.049640403198967564,1,1.1235621854899311,1
0,-0.1320286111912169,1,0.9902021660655158,1
1,-0.08131717928228788,1,1.0548787929587176,1
0,-0.024510122172167415,1,0.9924773545894956,1
1,-0.10716055035811323,1,1.0960102420544682,1
1,-0.07343405172216833,1,1.007830261735429,1
0,-0.11042760126102413,1,1.1346687787239735,1
0,-0.04874514922575446,1,1.0296633539400675,1
0,-0.06254096806249165,1,1.2351190100541276,1
0,-0.05977637257305135,1,1.015530360398327,1
0,-0.02132123830908883,1,0.9987172755643515,1
1,-0.08305213349887741,1,1.1140088576435463,1
0,-0.07828828197958715,1,0.9787756628422336,1
0,-0.01953777818898217,1,1.0109877550381614,1
0,-0.09798094578110689,1,0.9758270147234407,1
0,-0.05719319013620616,1,1.1599325546401609,1
0,-0.05139991617493189,1,1.1274819242022542,1
0,-0.064296992511933,1,1.0337086974826746,1
0,-0.03982993252683553,1,0.9900454949566336,1
0,-0.12051851235918754,1,4.379305665290026,-1
0,-0.03198672840320127,1,1.0685451128424768,1
0,-0.06412224288013868,1,1.0732721471140283,1
0,-0.018921402931561637,1,1.0703595703890394,1
0,-0.07334526670654762,1,1.102211927797869,1
0,-0.0875566508487976,1,1.0266677467804421,1
0,-0.05228565101962879,1,1.0608060138393112,1
0,0.004935607424960464,-1,1.0024128534388137,1
1,-0.10283774426356768,1,1.0311969570898045,1
1,-0.056419055388018835,1,1.094512546442446,1
0,-0.04654463256137931,1,1.013784306329137,1
1,-0.12258090602062971,1,1.0108904704098232,1
0,-0.0818022448051342,1,1.0718290766753664,1
0,-0.07859682874122076,1,1.0101774324749608,1
0,-0.06573994978899689,1,1.1596115823250686,1
0,-0.07085303023366019,1,1.090869427503193,1
0,-0.008392077404613119,1,1.0513457171254459,1
0,-0.007439332891980621,1,1.0126666765825365,1
0,-0.012520167542837912,1,0.9896016681502084,1
0,-0.04689465263914416,1,1.0143916732336462,1
0,-0.11125023306961201,1,1.0414660895302916,1
1,-0.16068584797870422,1,1.0021805082325594,1
0,-0.06657150822478297,1,0.9889553976962745,1
0,-0.04795487888704031,1,1.1769203649991598,1
1,-0.09065273213775815,1,1.2108514914000155,1
0,-0.06664779621853867,1,1.067978385511353,1
0,-0.010648547554390153,1,1.043772413386463,1
0,-0.024368279746116883,1,0.9879677335676844,1
1,-0.09217812540622317,1,1.27229139788487,1
0,-0.06456254737242773,1,1.0434980078686593,1
0,-0.03820317937653872,1,1.0556737835026022,1
0,-0.04126746051792063,1,1.079149883145157,1
0,-0.042766642671188904,1,1.0578214775107095,1
1,-0.0731191855931892,1,1.1663484706003389,1
0,-0.08696124988572085,1,1.0164891269053085,1
0,-0.08117935465756076,1,1.1995187849550186,1
1,-0.08410685287683639,1,1.196772975030165,1
0,-0.014649676868476624,1,1.2519918793888873,1
0,-0.13972502788050434,1,1.0299074813395166,1
1,-0.08160667186468118,1,1.0616527063857568,1
0,-0.1089853185301457,1,0.9945167760033469,1
0,-0.024934105947350016,1,1.048208841500688,1
0,-0.03370642191133444,1,1.0763822889835815,1
0,-0.03783388494604856,1,0.9938854601066588,1
0,-0.009899294608872289,1,1.1474200373482881,1
0,-0.06611111169844952,1,1.1795349379218547,1
0,-0.0703997429588773,1,1.2749367219038579,1
0,-0.017756199527190986,1,1.012609937637251,1
1,-0.11267133481460184,1,1.1040714678880574,1
1,-0.10475194661947057,1,1.0097144238203533,1
0,-0.04377852711230967,1,1.0296558590234726,1
0,-0.050262710362809715,1,1.0144307710364138,1
1,-0.09561697718350748,1,1.115390458822752,1
1,-0.011903892689466566,1,1.2547384318514598,1
0,-0.014189580019039583,1,1.0169147128178753,1
0,-0.13454605018543053,1,1.9253325323762063,-1
0,0.0031996600215536963,-1,1.0137332393166842,1
0,-0.024793972931737684,1,1.0136392931644624,1
0,-0.02889378829513467,1,1.0241500717888787,1
1,-0.11162040729817924,1,1.042203193001796,1
0,-0.01782054995514104,1,1.0934157072054123,1
1,-0.02220786561693422,1,1.1149982762260695,1
1,-0.06633522719772589,1,1.0151743081491784,1
0,-0.08897357298770858,1,1.0406458289269316,1
0,0.006670216152964925,-1,1.0451144587566588,1
0,-0.013361948900351583,1,1.0466468649441405,1
0,-0.022351930924658148,1,1.069805217849508,1
0,-0.07752664098611728,1,1.0128985002044175,1
0,-0.011265619205564015,1,1.210372050400816,1
1,-0.09868988518198285,1,1.0033582458849708,1
0,-0.07434450113591073,1,0.9927403417738019,1
1,-0.07811729933043976,1,1.1058045819558262,1
